date,Bruno Arcari,Carlos Monzon,Emile Griffith,Jose Napoles,Ken Buchanan,Luis Manuel Rodriguez,Muhammad Ali,Nicolino Locche,Nino Benvenuti,Vicente Saldivar,Victor Galindez
1967-11-24,1807.72840345,1919.80936108,2189.29330871,2084.19678325,1819.01975179,2168.45682661,2196.96264421,2077.38471877,2154.78645092,2107.70842673,
1967-12-02,1807.72840345,1919.80936108,2189.29330871,2084.19678325,1819.01975179,2168.45682661,2196.96264421,2082.5459013,2154.78645092,2107.70842673,
1967-12-03,1807.72840345,1919.80936108,2189.29330871,2084.26901657,1819.01975179,2168.45682661,2196.96264421,2082.5459013,2154.78645092,2107.70842673,
1967-12-05,1824.16873252,1919.80936108,2189.29330871,2084.26901657,1819.01975179,2168.45682661,2196.96264421,2082.5459013,2154.78645092,2107.70842673,
1967-12-15,1824.16873252,1919.80936108,2192.0882147,2084.26901657,1819.01975179,2173.81351522,2196.96264421,2082.5459013,2154.78645092,2107.70842673,
1968-01-19,1824.16873252,1919.80936108,2192.0882147,2084.26901657,1819.01975179,2173.81351522,2196.96264421,2082.5459013,2159.77119247,2107.70842673,
1968-02-06,1824.16873252,1919.80936108,2192.0882147,2084.26901657,1819.01975179,2178.15414159,2196.96264421,2082.5459013,2159.77119247,2107.70842673,
1968-02-18,1824.16873252,1919.80936108,2192.0882147,2085.3514485,1819.01975179,2178.15414159,2196.96264421,2082.5459013,2159.77119247,2107.70842673,
1968-02-19,1824.16873252,1919.80936108,2192.0882147,2085.3514485,1877.79684186,2178.15414159,2196.96264421,2082.5459013,2159.77119247,2107.70842673,
1968-03-04,1829.08105952,1919.80936108,2164.7695013,2085.3514485,1877.79684186,2178.15414159,2196.96264421,2082.5459013,2187.08990587,2107.70842673,
1968-03-26,1829.08105952,1919.80936108,2164.7695013,2085.3514485,1877.79684186,2178.61831404,2196.96264421,2082.5459013,2187.08990587,2107.70842673,
1968-04-05,1829.08105952,1893.38236317,2164.7695013,2085.3514485,1877.79684186,2178.61831404,2196.96264421,2082.5459013,2187.08990587,2107.70842673,
1968-04-06,1834.80159303,1893.38236317,2164.7695013,2085.3514485,1877.79684186,2178.61831404,2196.96264421,2082.5459013,2187.08990587,2107.70842673,
1968-04-10,1834.80159303,1893.38236317,2164.7695013,2085.3514485,1877.79684186,2178.61831404,2196.96264421,2094.43664486,2187.08990587,2107.70842673,
1968-04-20,1834.80159303,1893.38236317,2164.7695013,2085.3514485,1877.79684186,2178.61831404,2196.96264421,2094.61755318,2187.08990587,2107.70842673,
1968-04-22,1834.80159303,1893.38236317,2164.7695013,2085.3514485,1886.09090823,2178.61831404,2196.96264421,2094.61755318,2187.08990587,2107.70842673,
1968-04-29,1834.80159303,1893.38236317,2164.7695013,2088.05806948,1886.09090823,2178.61831404,2196.96264421,2094.61755318,2187.08990587,2107.70842673,
1968-05-07,1864.35005836,1893.38236317,2164.7695013,2088.05806948,1886.09090823,2180.57551882,2196.96264421,2094.61755318,2187.08990587,2107.70842673,
1968-05-11,1864.35005836,1893.38236317,2164.7695013,2088.05806948,1886.09090823,2180.57551882,2196.96264421,2105.01889919,2187.08990587,2107.70842673,
1968-05-17,1864.35005836,1896.06951149,2164.7695013,2088.05806948,1886.09090823,2180.57551882,2196.96264421,2105.01889919,2187.08990587,2107.70842673,
1968-06-02,1864.35005836,1896.06951149,2164.7695013,2092.79836691,1886.09090823,2180.57551882,2196.96264421,2105.01889919,2187.08990587,2107.70842673,
1968-06-03,1864.35005836,1896.06951149,2164.7695013,2092.79836691,1886.09090823,2131.71076689,2196.96264421,2105.01889919,2187.08990587,2107.70842673,
1968-06-07,1864.35005836,1896.06951149,2164.7695013,2092.79836691,1886.09090823,2131.71076689,2196.96264421,2105.01889919,2187.86849194,2107.70842673,
1968-06-08,1864.35005836,1896.06951149,2164.7695013,2092.79836691,1886.09090823,2131.71076689,2196.96264421,2107.49809682,2187.86849194,2107.70842673,
1968-06-10,1864.35005836,1896.06951149,2164.7695013,2092.79836691,1896.29184062,2131.71076689,2196.96264421,2107.49809682,2187.86849194,2107.70842673,
1968-06-11,1864.35005836,1896.06951149,2172.17840617,2092.79836691,1896.29184062,2131.71076689,2196.96264421,2107.49809682,2187.86849194,2107.70842673,
1968-06-14,1864.35005836,1896.06951149,2172.17840617,2095.39041716,1896.29184062,2131.71076689,2196.96264421,2107.49809682,2187.86849194,2107.70842673,
1968-06-19,1873.73877177,1896.06951149,2172.17840617,2095.39041716,1896.29184062,2131.71076689,2196.96264421,2107.49809682,2187.86849194,2107.70842673,
1968-06-20,1873.73877177,1908.78547738,2172.17840617,2095.39041716,1896.29184062,2131.71076689,2196.96264421,2107.49809682,2187.86849194,2107.70842673,
1968-07-05,1873.73877177,1909.55815972,2172.17840617,2095.39041716,1896.29184062,2131.71076689,2196.96264421,2107.49809682,2188.54918344,2107.70842673,
1968-07-12,1873.73877177,1909.55815972,2172.17840617,2095.39041716,1896.29184062,2131.71076689,2196.96264421,2109.83692894,2188.54918344,2107.70842673,
1968-07-15,1873.73877177,1909.55815972,2172.17840617,2104.33808926,1896.29184062,2131.71076689,2196.96264421,2109.83692894,2188.54918344,2107.70842673,
1968-07-18,1873.73877177,1909.55815972,2172.17840617,2104.33808926,1896.29184062,2133.95232461,2196.96264421,2109.83692894,2188.54918344,2107.70842673,
1968-08-02,1873.73877177,1909.55815972,2172.17840617,2104.33808926,1896.29184062,2133.95232461,2196.96264421,2110.52619822,2188.54918344,2107.70842673,
1968-08-06,1873.73877177,1909.55815972,2180.1344907,2104.33808926,1896.29184062,2133.95232461,2196.96264421,2110.52619822,2188.54918344,2107.70842673,
1968-08-14,1873.73877177,1923.66084506,2180.1344907,2104.33808926,1896.29184062,2133.95232461,2196.96264421,2110.52619822,2188.54918344,2107.70842673,
1968-08-16,1873.73877177,1923.66084506,2180.1344907,2104.33808926,1896.29184062,2133.95232461,2196.96264421,2110.81359272,2188.54918344,2107.70842673,
1968-08-21,1888.72490638,1923.66084506,2180.1344907,2104.33808926,1896.29184062,2133.95232461,2196.96264421,2110.81359272,2188.54918344,2107.70842673,
1968-09-04,1888.72490638,1923.66084506,2180.1344907,2104.33808926,1896.29184062,2134.41527637,2196.96264421,2110.81359272,2188.54918344,2107.70842673,
1968-09-13,1888.72490638,1923.66084506,2180.1344907,2104.33808926,1896.29184062,2134.41527637,2196.96264421,2112.3566659,2188.54918344,2107.70842673,
1968-09-17,1888.72490638,1923.66084506,2180.1344907,2104.33808926,1896.29184062,2134.41527637,2196.96264421,2112.3566659,2191.02755951,2107.70842673,
1968-10-05,1889.95407031,1923.66084506,2180.1344907,2104.33808926,1896.29184062,2134.41527637,2196.96264421,2112.3566659,2191.02755951,2107.70842673,
1968-10-12,1889.95407031,1923.66084506,2180.1344907,2104.33808926,1896.29184062,2134.41527637,2196.96264421,2087.89997741,2191.02755951,2107.70842673,
1968-10-14,1889.95407031,1923.66084506,2180.1344907,2104.33808926,1896.29184062,2134.41527637,2196.96264421,2087.89997741,2167.69386775,2107.70842673,
1968-10-23,1889.95407031,1938.40031377,2180.1344907,2104.33808926,1923.38443304,2134.41527637,2196.96264421,2087.89997741,2167.69386775,2107.70842673,
1968-10-29,1889.95407031,1938.40031377,2136.75972376,2104.33808926,1923.38443304,2134.41527637,2196.96264421,2087.89997741,2167.69386775,2107.70842673,
1968-11-04,1889.95407031,1938.40031377,2136.75972376,2107.20118242,1923.38443304,2134.41527637,2196.96264421,2087.89997741,2167.69386775,2107.70842673,
1968-11-15,1889.95407031,1938.40031377,2136.75972376,2107.20118242,1923.38443304,2140.60156348,2196.96264421,2087.89997741,2167.69386775,2107.70842673,
1968-11-22,1899.22939532,1938.40031377,2136.75972376,2107.20118242,1923.38443304,2140.60156348,2196.96264421,2087.89997741,2167.69386775,2107.70842673,
1968-12-07,1899.22939532,1945.03207561,2136.75972376,2107.20118242,1923.38443304,2140.60156348,2196.96264421,2087.89997741,2167.69386775,2107.70842673,
1968-12-11,1899.22939532,1945.03207561,2136.75972376,2107.20118242,1926.55944144,2140.60156348,2196.96264421,2087.89997741,2167.69386775,2107.70842673,
1968-12-12,1899.22939532,1945.03207561,2136.75972376,2107.20118242,1926.55944144,2140.60156348,2196.96264421,2098.30929734,2167.69386775,2107.70842673,
1968-12-14,1905.49638256,1945.03207561,2136.75972376,2107.20118242,1926.55944144,2140.60156348,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1968-12-20,1905.49638256,1952.02500664,2136.75972376,2107.20118242,1926.55944144,2140.60156348,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1968-12-22,1905.49638256,1952.02500664,2136.75972376,2111.80233391,1926.55944144,2140.60156348,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-01-02,1905.49638256,1952.02500664,2136.75972376,2111.80233391,1955.90123367,2140.60156348,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-01-10,1905.49638256,1954.58664612,2136.75972376,2111.80233391,1955.90123367,2140.60156348,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-01-21,1905.49638256,1954.58664612,2136.75972376,2111.80233391,1955.90123367,2142.64637087,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-01-24,1945.37343614,1954.58664612,2136.75972376,2111.80233391,1955.90123367,2142.64637087,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-02-03,1945.37343614,1954.58664612,2145.51230203,2111.80233391,1955.90123367,2142.64637087,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-02-15,1945.37343614,1954.58664612,2145.51230203,2116.38346106,1955.90123367,2142.64637087,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-02-17,1945.37343614,1954.58664612,2145.51230203,2116.38346106,1957.26842291,2142.64637087,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-02-20,1945.37343614,1954.58664612,2145.51230203,2116.38346106,1957.26842291,2144.00047885,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-03-05,1945.37343614,1954.58664612,2145.51230203,2116.38346106,1968.66292317,2144.00047885,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-03-13,1949.6008817,1954.58664612,2145.51230203,2116.38346106,1968.66292317,2144.00047885,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-03-14,1949.6008817,1955.54823728,2145.51230203,2116.38346106,1968.66292317,2144.00047885,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-03-31,1949.6008817,1955.54823728,2145.51230203,2116.38346106,1968.66292317,2150.68727203,2196.96264421,2098.30929734,2180.00178219,2107.70842673,
1969-04-03,1949.6008817,1955.54823728,2145.51230203,2116.38346106,1968.66292317,2150.68727203,2196.96264421,2099.31091595,2180.00178219,2107.70842673,
1969-04-18,1949.6008817,1955.54823728,2145.51230203,2141.50408262,1968.66292317,2150.68727203,2196.96264421,2099.31091595,2180.00178219,2107.70842673,
1969-04-25,1949.6008817,1921.00746735,2145.51230203,2141.50408262,1968.66292317,2150.68727203,2196.96264421,2099.31091595,2180.00178219,2107.70842673,
1969-05-03,1949.6008817,1921.00746735,2145.51230203,2141.50408262,1968.66292317,2150.68727203,2196.96264421,2110.1144644,2180.00178219,2107.70842673,
1969-05-10,1949.6008817,1921.00746735,2145.51230203,2141.50408262,1968.66292317,2150.68727203,2196.96264421,2110.1144644,2180.00178219,2107.70842673,1239.57538416
1969-05-12,1949.6008817,1921.00746735,2154.67844696,2141.50408262,1968.66292317,2150.68727203,2196.96264421,2110.1144644,2180.00178219,2107.70842673,1239.57538416
1969-05-26,1949.6008817,1921.00746735,2154.67844696,2141.50408262,1968.66292317,2150.68727203,2196.96264421,2110.1144644,2144.24781642,2107.70842673,1239.57538416
1969-06-06,1949.6008817,1925.60650342,2154.67844696,2141.50408262,1968.66292317,2150.68727203,2196.96264421,2110.1144644,2144.24781642,2107.70842673,1239.57538416
1969-06-11,1952.872351,1925.60650342,2154.67844696,2141.50408262,1968.66292317,2150.68727203,2196.96264421,2110.1144644,2144.24781642,2107.70842673,1239.57538416
1969-06-28,1952.872351,1925.60650342,2154.67844696,2141.50408262,1968.66292317,2150.68727203,2196.96264421,2110.1144644,2144.24781642,2107.70842673,1271.6282924
1969-06-29,1952.872351,1925.60650342,2154.67844696,2163.03214013,1968.66292317,2150.68727203,2196.96264421,2110.1144644,2144.24781642,2107.70842673,1271.6282924
1969-07-05,1953.37675648,1946.87411617,2154.67844696,2163.03214013,1968.66292317,2150.68727203,2196.96264421,2110.1144644,2144.24781642,2107.70842673,1271.6282924
1969-07-08,1953.37675648,1946.87411617,2154.67844696,2163.03214013,1968.66292317,2151.5183239,2196.96264421,2110.1144644,2144.24781642,2107.70842673,1271.6282924
1969-07-11,1953.37675648,1946.87411617,2157.71695466,2163.03214013,1968.66292317,2151.5183239,2196.96264421,2110.1144644,2144.24781642,2107.70842673,1271.6282924
1969-07-14,1953.37675648,1946.87411617,2157.71695466,2163.03214013,1971.55614983,2151.5183239,2196.96264421,2110.1144644,2144.24781642,2107.70842673,1271.6282924
1969-07-18,1953.37675648,1946.87411617,2157.71695466,2163.03214013,1971.55614983,2151.5183239,2196.96264421,2110.1144644,2144.24781642,2128.42224514,1271.6282924
1969-08-02,1953.37675648,1946.87411617,2157.71695466,2163.03214013,1971.55614983,2151.5183239,2196.96264421,2114.16291416,2144.24781642,2128.42224514,1271.6282924
1969-08-09,1953.37675648,1952.22064478,2157.71695466,2163.03214013,1971.55614983,2151.5183239,2196.96264421,2114.16291416,2144.24781642,2128.42224514,1271.6282924
1969-08-12,1953.37675648,1952.22064478,2157.71695466,2163.03214013,1971.55614983,2152.2033831,2196.96264421,2114.16291416,2144.24781642,2128.42224514,1271.6282924
1969-08-13,1992.11184158,1952.22064478,2157.71695466,2163.03214013,1971.55614983,2152.2033831,2196.96264421,2114.16291416,2144.24781642,2128.42224514,1271.6282924
1969-08-15,1992.11184158,1952.22064478,2160.25505084,2163.03214013,1971.55614983,2152.2033831,2196.96264421,2114.16291416,2144.24781642,2128.42224514,1271.6282924
1969-08-16,1992.11184158,1952.22064478,2160.25505084,2163.03214013,1971.55614983,2152.2033831,2196.96264421,2114.16291416,2144.24781642,2128.42224514,1291.03257037
1969-08-22,1992.11184158,1952.22064478,2160.25505084,2163.03214013,1971.55614983,2152.2033831,2196.96264421,2114.69728486,2144.24781642,2128.42224514,1291.03257037
1969-09-05,1992.11184158,1954.31148226,2160.25505084,2163.03214013,1971.55614983,2152.2033831,2196.96264421,2114.69728486,2144.24781642,2128.42224514,1291.03257037
1969-09-23,1992.11184158,1954.31148226,2160.25505084,2163.03214013,1971.55614983,2153.31923785,2196.96264421,2114.69728486,2144.24781642,2128.42224514,1291.03257037
1969-09-27,1992.11184158,1958.04951584,2160.25505084,2163.03214013,1971.55614983,2153.31923785,2196.96264421,2114.69728486,2144.24781642,2128.42224514,1291.03257037
1969-10-04,1993.14791008,1958.04951584,2160.25505084,2163.03214013,1971.55614983,2153.31923785,2196.96264421,2114.69728486,2146.94495631,2128.42224514,1291.03257037
1969-10-11,1993.14791008,1958.04951584,2160.25505084,2163.03214013,1971.55614983,2153.31923785,2196.96264421,2126.32189245,2146.94495631,2128.42224514,1291.03257037
1969-10-17,1993.14791008,1958.04951584,2135.45487422,2187.83231675,1971.55614983,2153.31923785,2196.96264421,2126.32189245,2146.94495631,2128.42224514,1291.03257037
1969-11-11,1993.14791008,1958.04951584,2135.45487422,2187.83231675,1983.24361456,2153.31923785,2196.96264421,2126.32189245,2146.94495631,2128.42224514,1291.03257037
1969-11-22,1993.14791008,1958.04951584,2135.45487422,2187.83231675,1983.24361456,2127.86062288,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1291.03257037
1969-12-01,2002.15369395,1958.04951584,2135.45487422,2187.83231675,1983.24361456,2127.86062288,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1291.03257037
1969-12-12,2002.15369395,1961.13271913,2135.45487422,2187.83231675,1983.24361456,2127.86062288,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1291.03257037
1969-12-19,2003.65119321,1961.13271913,2135.45487422,2187.83231675,1983.24361456,2127.86062288,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1291.03257037
1970-01-17,2003.65119321,1961.13271913,2135.45487422,2187.83231675,1983.24361456,2127.86062288,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1367.62067915
1970-01-28,2003.65119321,1961.13271913,2140.46505275,2187.83231675,1983.24361456,2127.86062288,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1367.62067915
1970-01-29,2003.65119321,1961.13271913,2140.46505275,2187.83231675,1931.27262505,2127.86062288,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1367.62067915
1970-01-31,2015.88501237,1961.13271913,2140.46505275,2187.83231675,1931.27262505,2127.86062288,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1367.62067915
1970-02-10,2015.88501237,1961.13271913,2140.46505275,2187.83231675,1931.27262505,2130.65329199,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1367.62067915
1970-02-11,2015.88501237,1973.62184192,2140.46505275,2187.83231675,1931.27262505,2130.65329199,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1367.62067915
1970-02-14,2015.88501237,1973.62184192,2140.46505275,2195.81679293,1931.27262505,2130.65329199,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1367.62067915
1970-02-23,2015.88501237,1973.62184192,2140.46505275,2195.81679293,1942.76815204,2130.65329199,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1367.62067915
1970-03-07,2015.88501237,1979.56327198,2140.46505275,2195.81679293,1942.76815204,2130.65329199,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1367.62067915
1970-03-11,2015.88501237,1979.56327198,2143.61310497,2195.81679293,1942.76815204,2130.65329199,2196.96264421,2126.32189245,2172.40357129,2128.42224514,1367.62067915
1970-03-13,2015.88501237,1979.56327198,2143.61310497,2195.81679293,1942.76815204,2130.65329199,2196.96264421,2126.32189245,2123.23870897,2128.42224514,1422.55428456
1970-03-17,2015.88501237,1979.56327198,2143.61310497,2195.81679293,1942.76815204,2132.62073636,2196.96264421,2126.32189245,2123.23870897,2128.42224514,1422.55428456
1970-04-03,2015.88501237,1979.56327198,2143.61310497,2195.81679293,1942.76815204,2132.62073636,2196.96264421,2126.62406954,2123.23870897,2128.42224514,1422.55428456
1970-04-06,2015.88501237,1979.56327198,2143.61310497,2195.81679293,1952.762323,2132.62073636,2196.96264421,2126.62406954,2123.23870897,2128.42224514,1422.55428456
1970-04-08,2015.88501237,1979.56327198,2143.61310497,2195.81679293,1952.762323,2132.62073636,2196.96264421,2126.62406954,2123.23870897,2128.42224514,1389.03950401
1970-04-10,2027.89169193,1979.56327198,2143.61310497,2195.81679293,1952.762323,2132.62073636,2196.96264421,2126.62406954,2123.23870897,2128.42224514,1389.03950401
1970-04-14,2027.89169193,1979.56327198,2143.61310497,2195.81679293,1952.762323,2136.22263888,2196.96264421,2126.62406954,2123.23870897,2128.42224514,1389.03950401
1970-04-18,2027.89169193,1982.26535671,2143.61310497,2195.81679293,1952.762323,2136.22263888,2196.96264421,2126.97196433,2123.23870897,2128.42224514,1389.03950401
1970-05-09,2027.89169193,1982.26535671,2143.61310497,2195.81679293,1952.762323,2136.22263888,2196.96264421,2126.97196433,2123.23870897,2149.35149958,1414.23526367
1970-05-12,2027.89169193,1982.26535671,2143.61310497,2195.81679293,1959.82682744,2136.22263888,2196.96264421,2126.97196433,2123.23870897,2149.35149958,1414.23526367
1970-05-16,2027.89169193,1982.26535671,2143.61310497,2195.81679293,1959.82682744,2136.22263888,2196.96264421,2141.03683756,2123.23870897,2149.35149958,1414.23526367
1970-05-20,2027.89169193,1982.26535671,2143.61310497,2195.81679293,1959.82682744,2136.22263888,2196.96264421,2141.03683756,2123.23870897,2149.35149958,1446.60610322
1970-05-23,2027.89169193,1982.26535671,2143.61310497,2195.81679293,1959.82682744,2136.22263888,2196.96264421,2141.03683756,2125.14812165,2149.35149958,1446.60610322
1970-06-04,2027.89169193,1982.26535671,2164.92209761,2195.81679293,1959.82682744,2136.22263888,2196.96264421,2141.03683756,2125.14812165,2149.35149958,1446.60610322
1970-06-05,2028.30156225,1982.26535671,2164.92209761,2195.81679293,1959.82682744,2136.22263888,2196.96264421,2141.03683756,2125.14812165,2149.35149958,1446.60610322
1970-06-24,2028.30156225,1982.26535671,2164.92209761,2195.81679293,1959.82682744,2136.22263888,2196.96264421,2141.03683756,2125.14812165,2149.35149958,1460.31056863
1970-06-27,2028.30156225,1982.26535671,2164.92209761,2195.81679293,1959.82682744,2138.22395714,2196.96264421,2141.03683756,2125.14812165,2149.35149958,1460.31056863
1970-07-10,2042.99009221,1982.26535671,2164.92209761,2195.81679293,1959.82682744,2138.22395714,2196.96264421,2141.03683756,2125.14812165,2149.35149958,1460.31056863
1970-07-15,2042.99009221,1982.26535671,2182.63975421,2195.81679293,1959.82682744,2138.22395714,2196.96264421,2141.03683756,2125.14812165,2149.35149958,1460.31056863
1970-07-18,2042.99009221,2012.8713593,2182.63975421,2195.81679293,1959.82682744,2138.22395714,2196.96264421,2141.03683756,2125.14812165,2149.35149958,1460.31056863
1970-07-22,2042.99009221,2012.8713593,2182.63975421,2195.81679293,1959.82682744,2138.22395714,2196.96264421,2141.03683756,2125.14812165,2149.35149958,1541.44994358
1970-07-31,2042.99009221,2012.8713593,2182.63975421,2195.81679293,1959.82682744,2090.98731653,2196.96264421,2141.03683756,2125.14812165,2149.35149958,1541.44994358
1970-08-14,2042.99009221,2012.8713593,2182.63975421,2197.20391152,1959.82682744,2090.98731653,2196.96264421,2141.03683756,2125.14812165,2149.35149958,1540.65183865
1970-08-20,2042.99009221,2012.8713593,2182.63975421,2197.20391152,1959.82682744,2094.84704003,2196.96264421,2141.03683756,2125.14812165,2149.35149958,1540.65183865
1970-09-12,2042.99009221,2012.8713593,2182.63975421,2197.20391152,1959.82682744,2094.84704003,2196.96264421,2141.03683756,2130.78940106,2149.35149958,1540.65183865
1970-09-18,2042.99009221,2012.8713593,2182.63975421,2197.20391152,1959.82682744,2094.84704003,2196.96264421,2141.03683756,2130.78940106,2149.35149958,1502.52595611
1970-09-19,2042.99009221,2014.58366589,2182.63975421,2197.20391152,1959.82682744,2094.84704003,2196.96264421,2141.03683756,2130.78940106,2149.35149958,1502.52595611
1970-09-24,2042.99009221,2014.58366589,2182.63975421,2197.20391152,1959.82682744,2099.91983661,2196.96264421,2141.03683756,2130.78940106,2149.35149958,1502.52595611
1970-09-26,2042.99009221,2014.58366589,2182.63975421,2197.20391152,2011.09221492,2099.91983661,2196.96264421,2141.03683756,2130.78940106,2149.35149958,1502.52595611
1970-09-28,2043.41356402,2014.58366589,2182.63975421,2197.20391152,2011.09221492,2099.91983661,2196.96264421,2141.03683756,2130.78940106,2149.35149958,1502.52595611
1970-10-05,2043.41356402,2014.58366589,2182.63975421,2202.52352023,2011.09221492,2099.91983661,2196.96264421,2141.03683756,2130.78940106,2149.35149958,1502.52595611
1970-10-17,2043.41356402,2014.58366589,2183.10350057,2202.52352023,2011.09221492,2099.91983661,2196.96264421,2141.03683756,2130.78940106,2149.35149958,1502.52595611
1970-10-26,2043.41356402,2014.58366589,2183.10350057,2202.52352023,2011.09221492,2099.91983661,2206.03309908,2141.03683756,2130.78940106,2149.35149958,1502.52595611
1970-10-30,2046.7093729,2014.58366589,2183.10350057,2202.52352023,2011.09221492,2099.91983661,2206.03309908,2141.03683756,2130.78940106,2149.35149958,1502.52595611
1970-11-07,2046.7093729,2047.64688685,2183.10350057,2202.52352023,2011.09221492,2099.91983661,2206.03309908,2141.03683756,2097.7261801,2149.35149958,1502.52595611
1970-11-10,2046.7093729,2047.64688685,2187.93725707,2202.52352023,2011.09221492,2099.91983661,2206.03309908,2141.03683756,2097.7261801,2149.35149958,1502.52595611
1970-11-28,2046.7093729,2047.64688685,2187.93725707,2202.52352023,2011.09221492,2099.91983661,2206.03309908,2141.03683756,2097.7261801,2149.35149958,1485.54443671
1970-12-01,2046.7093729,2047.64688685,2187.93725707,2202.52352023,2011.09221492,2100.2390951,2206.03309908,2141.03683756,2097.7261801,2149.35149958,1485.54443671
1970-12-03,2046.7093729,2047.64688685,2187.93725707,2157.06597076,2011.09221492,2100.2390951,2206.03309908,2141.03683756,2097.7261801,2149.35149958,1485.54443671
1970-12-07,2046.7093729,2047.64688685,2187.93725707,2157.06597076,2024.88529419,2100.2390951,2215.64070275,2141.03683756,2097.7261801,2149.35149958,1485.54443671
1970-12-11,2046.7093729,2047.64688685,2187.93725707,2157.06597076,2024.88529419,2100.2390951,2215.64070275,2141.03683756,2097.7261801,2104.43996382,1485.54443671
1970-12-19,2046.7093729,2049.06571428,2187.93725707,2157.06597076,2024.88529419,2100.2390951,2215.64070275,2141.03683756,2097.7261801,2104.43996382,1485.54443671
1970-12-26,2048.15794291,2049.06571428,2187.93725707,2157.06597076,2024.88529419,2100.2390951,2215.64070275,2141.03683756,2097.7261801,2104.43996382,1485.54443671
1971-01-09,2048.15794291,2049.06571428,2187.93725707,2157.06597076,2024.88529419,2100.2390951,2215.64070275,2141.03683756,2097.7261801,2104.43996382,1566.14314379
1971-01-26,2048.15794291,2049.06571428,2187.93725707,2157.06597076,2024.88529419,2103.67357273,2215.64070275,2141.03683756,2097.7261801,2104.43996382,1566.14314379
1971-02-12,2048.15794291,2049.06571428,2187.93725707,2157.06597076,2038.36622617,2103.67357273,2215.64070275,2141.03683756,2097.7261801,2104.43996382,1566.14314379
1971-02-14,2048.15794291,2049.06571428,2187.93725707,2157.06597076,2038.36622617,2103.67357273,2215.64070275,2143.17721386,2097.7261801,2104.43996382,1566.14314379
1971-02-19,2048.15794291,2049.41314563,2187.93725707,2157.06597076,2038.36622617,2103.67357273,2215.64070275,2143.17721386,2097.7261801,2104.43996382,1566.14314379
1971-03-05,2048.15794291,2049.41314563,2188.01318875,2157.06597076,2038.36622617,2103.67357273,2215.64070275,2143.17721386,2097.7261801,2104.43996382,1566.14314379
1971-03-06,2066.02266416,2051.75783189,2188.01318875,2157.06597076,2038.36622617,2103.67357273,2215.64070275,2143.17721386,2097.7261801,2104.43996382,1566.14314379
1971-03-08,2066.02266416,2051.75783189,2188.01318875,2157.06597076,2038.36622617,2103.67357273,2180.1065662,2143.17721386,2097.7261801,2104.43996382,1566.14314379
1971-03-10,2066.02266416,2051.75783189,2188.01318875,2157.06597076,2038.36622617,2103.67357273,2180.1065662,2143.42266559,2097.7261801,2104.43996382,1566.14314379
1971-03-17,2066.02266416,2051.75783189,2188.01318875,2157.06597076,2038.36622617,2103.67357273,2180.1065662,2143.42266559,2049.77250267,2104.43996382,1566.14314379
1971-03-23,2066.02266416,2051.75783189,2195.26781439,2157.06597076,2038.36622617,2103.67357273,2180.1065662,2143.42266559,2049.77250267,2104.43996382,1566.14314379
1971-03-27,2066.02266416,2051.75783189,2195.26781439,2162.82948239,2038.36622617,2103.67357273,2180.1065662,2143.42266559,2049.77250267,2104.43996382,1566.14314379
1971-04-03,2066.02266416,2051.75783189,2195.26781439,2162.82948239,2038.36622617,2103.67357273,2180.1065662,2147.52503058,2049.77250267,2104.43996382,1566.14314379
1971-04-07,2066.02266416,2051.75783189,2195.26781439,2162.82948239,2038.36622617,2107.32104895,2180.1065662,2147.52503058,2049.77250267,2104.43996382,1550.43915528
1971-05-03,2066.02266416,2051.75783189,2203.84509982,2162.82948239,2038.36622617,2107.32104895,2180.1065662,2147.52503058,2049.77250267,2104.43996382,1550.43915528
1971-05-08,2066.02266416,2076.61497753,2203.84509982,2162.82948239,2038.36622617,2107.32104895,2180.1065662,2147.52503058,2024.91535704,2104.43996382,1550.43915528
