date,Alexander Povetkin,Bernard Hopkins,Floyd Mayweather Jr,Gennady Golovkin,Juan Manuel Marquez,Manny Pacquiao,Miguel Cotto,Saul Alvarez,Sergio Gabriel Martinez,Vitali Klitschko,Wladimir Klitschko
2011-11-12,1994.79669409,2128.64626049,2245.2820203,1848.5260274,2081.36736062,2257.53935135,2085.96426705,2032.85029668,2066.08573042,2151.77680208,2176.85739088
2011-11-26,1994.79669409,2128.64626049,2245.2820203,1848.5260274,2081.36736062,2257.53935135,2085.96426705,2046.50508179,2066.08573042,2151.77680208,2176.85739088
2011-12-03,2021.49985183,2128.64626049,2245.2820203,1848.5260274,2081.36736062,2257.53935135,2105.48253849,2046.50508179,2066.08573042,2151.77680208,2176.85739088
2011-12-09,2021.49985183,2128.64626049,2245.2820203,1869.82844443,2081.36736062,2257.53935135,2105.48253849,2046.50508179,2066.08573042,2151.77680208,2176.85739088
2012-02-18,2021.49985183,2128.64626049,2245.2820203,1869.82844443,2081.36736062,2257.53935135,2105.48253849,2046.50508179,2066.08573042,2153.86043778,2176.85739088
2012-02-25,2046.1765992,2128.64626049,2245.2820203,1869.82844443,2081.36736062,2257.53935135,2105.48253849,2046.50508179,2066.08573042,2153.86043778,2176.85739088
2012-03-03,2046.1765992,2128.64626049,2245.2820203,1869.82844443,2081.36736062,2257.53935135,2105.48253849,2046.50508179,2066.08573042,2153.86043778,2189.97909386
2012-03-17,2046.1765992,2128.64626049,2245.2820203,1869.82844443,2081.36736062,2257.53935135,2105.48253849,2046.50508179,2076.88402494,2153.86043778,2189.97909386
2012-04-14,2046.1765992,2128.64626049,2245.2820203,1869.82844443,2088.80492051,2257.53935135,2105.48253849,2046.50508179,2076.88402494,2153.86043778,2189.97909386
2012-04-28,2046.1765992,2095.69154123,2245.2820203,1869.82844443,2088.80492051,2257.53935135,2105.48253849,2046.50508179,2076.88402494,2153.86043778,2189.97909386
2012-05-05,2046.1765992,2095.69154123,2260.73253318,1869.82844443,2088.80492051,2257.53935135,2090.03202561,2070.76086381,2076.88402494,2153.86043778,2189.97909386
2012-05-12,2046.1765992,2095.69154123,2260.73253318,1891.57039208,2088.80492051,2257.53935135,2090.03202561,2070.76086381,2076.88402494,2153.86043778,2189.97909386
2012-06-09,2046.1765992,2095.69154123,2260.73253318,1891.57039208,2088.80492051,2217.53714189,2090.03202561,2070.76086381,2076.88402494,2153.86043778,2189.97909386
2012-07-07,2046.1765992,2095.69154123,2260.73253318,1891.57039208,2088.80492051,2217.53714189,2090.03202561,2070.76086381,2076.88402494,2153.86043778,2199.55168811
2012-09-01,2046.1765992,2095.69154123,2260.73253318,1915.12919754,2088.80492051,2217.53714189,2090.03202561,2070.76086381,2076.88402494,2153.86043778,2199.55168811
2012-09-08,2046.1765992,2095.69154123,2260.73253318,1915.12919754,2088.80492051,2217.53714189,2090.03202561,2070.76086381,2076.88402494,2159.72316649,2199.55168811
2012-09-15,2046.1765992,2095.69154123,2260.73253318,1915.12919754,2088.80492051,2217.53714189,2090.03202561,2079.29858025,2098.1396556,,2199.55168811
2012-09-29,2063.91467423,2095.69154123,2260.73253318,1915.12919754,2088.80492051,2217.53714189,2090.03202561,2079.29858025,2098.1396556,,2199.55168811
2012-11-10,2063.91467423,2095.69154123,2260.73253318,1915.12919754,2088.80492051,2217.53714189,2090.03202561,2079.29858025,2098.1396556,,2204.18514156
2012-12-01,2063.91467423,2095.69154123,2260.73253318,1915.12919754,2088.80492051,2217.53714189,2050.08151848,2079.29858025,2098.1396556,,2204.18514156
2012-12-08,2063.91467423,2095.69154123,2260.73253318,1915.12919754,2122.66610663,2183.67595578,2050.08151848,2079.29858025,2098.1396556,,2204.18514156
2013-01-19,2063.91467423,2095.69154123,2260.73253318,1938.81379312,2122.66610663,2183.67595578,2050.08151848,2079.29858025,2098.1396556,,2204.18514156
2013-03-09,2063.91467423,2107.21269143,2260.73253318,1938.81379312,2122.66610663,2183.67595578,2050.08151848,2079.29858025,2098.1396556,,2204.18514156
2013-03-30,2063.91467423,2107.21269143,2260.73253318,1959.15785614,2122.66610663,2183.67595578,2050.08151848,2079.29858025,2098.1396556,,2204.18514156
2013-04-20,2063.91467423,2107.21269143,2260.73253318,1959.15785614,2122.66610663,2183.67595578,2050.08151848,2093.00902425,2098.1396556,,2204.18514156
2013-04-27,2063.91467423,2107.21269143,2260.73253318,1959.15785614,2122.66610663,2183.67595578,2050.08151848,2093.00902425,2105.99763386,,2204.18514156
2013-05-04,2063.91467423,2107.21269143,2271.56517946,1959.15785614,2122.66610663,2183.67595578,2050.08151848,2093.00902425,2105.99763386,,2210.38755049
2013-05-17,2072.448385,2107.21269143,2271.56517946,1959.15785614,2122.66610663,2183.67595578,2050.08151848,2093.00902425,2105.99763386,,2210.38755049
2013-06-29,2072.448385,2107.21269143,2271.56517946,1987.1280928,2122.66610663,2183.67595578,2050.08151848,2093.00902425,2105.99763386,,2210.38755049
2013-09-14,2072.448385,2107.21269143,2284.74021842,1987.1280928,2122.66610663,2183.67595578,2050.08151848,2079.83398529,2105.99763386,,2210.38755049
2013-10-05,2056.88330975,2107.21269143,2284.74021842,1987.1280928,2122.66610663,2183.67595578,2059.12554777,2079.83398529,2105.99763386,,2225.95262574
2013-10-12,2056.88330975,2107.21269143,2284.74021842,1987.1280928,2093.41585427,2183.67595578,2059.12554777,2079.83398529,2105.99763386,,2225.95262574
2013-10-26,2056.88330975,2113.24342661,2284.74021842,1987.1280928,2093.41585427,2183.67595578,2059.12554777,2079.83398529,2105.99763386,,2225.95262574
2013-11-02,2056.88330975,2113.24342661,2284.74021842,2004.5902283,2093.41585427,2183.67595578,2059.12554777,2079.83398529,2105.99763386,,2225.95262574
2013-11-24,2056.88330975,2113.24342661,2284.74021842,2004.5902283,2093.41585427,2191.61145673,2059.12554777,2079.83398529,2105.99763386,,2225.95262574
2014-02-01,2056.88330975,2113.24342661,2284.74021842,2012.28325124,2093.41585427,2191.61145673,2059.12554777,2079.83398529,2105.99763386,,2225.95262574
2014-03-08,2056.88330975,2113.24342661,2284.74021842,2012.28325124,2093.41585427,2191.61145673,2059.12554777,2088.78258692,2105.99763386,,2225.95262574
2014-04-12,2056.88330975,2113.24342661,2284.74021842,2012.28325124,2093.41585427,2209.65187346,2059.12554777,2088.78258692,2105.99763386,,2225.95262574
2014-04-19,2056.88330975,2120.82903662,2284.74021842,2012.28325124,2093.41585427,2209.65187346,2059.12554777,2088.78258692,2105.99763386,,2225.95262574
2014-04-26,2056.88330975,2120.82903662,2284.74021842,2012.28325124,2093.41585427,2209.65187346,2059.12554777,2088.78258692,2105.99763386,,2230.37373955
2014-05-03,2056.88330975,2120.82903662,2291.83988856,2012.28325124,2093.41585427,2209.65187346,2059.12554777,2088.78258692,2105.99763386,,2230.37373955
2014-05-17,2056.88330975,2120.82903662,2291.83988856,2012.28325124,2104.45014356,2209.65187346,2059.12554777,2088.78258692,2105.99763386,,2230.37373955
2014-05-30,2069.94289063,2120.82903662,2291.83988856,2012.28325124,,2209.65187346,2059.12554777,2088.78258692,2105.99763386,,2230.37373955
2014-06-07,2069.94289063,2120.82903662,2291.83988856,2012.28325124,,2209.65187346,2087.47795179,2088.78258692,2077.64522984,,2230.37373955
2014-07-12,2069.94289063,2120.82903662,2291.83988856,2012.28325124,,2209.65187346,2087.47795179,2100.77356899,,,2230.37373955
2014-07-26,2069.94289063,2120.82903662,2291.83988856,2036.18852258,,2209.65187346,2087.47795179,2100.77356899,,,2230.37373955
2014-09-13,2069.94289063,2120.82903662,2298.33963467,2036.18852258,,2209.65187346,2087.47795179,2100.77356899,,,2230.37373955
2014-10-18,2069.94289063,2120.82903662,2298.33963467,2058.34898889,,2209.65187346,2087.47795179,2100.77356899,,,2230.37373955
2014-10-24,2079.42029704,2120.82903662,2298.33963467,2058.34898889,,2209.65187346,2087.47795179,2100.77356899,,,2230.37373955
2014-11-08,2079.42029704,2076.84891585,2298.33963467,2058.34898889,,2209.65187346,2087.47795179,2100.77356899,,,2230.37373955
2014-11-15,2079.42029704,2076.84891585,2298.33963467,2058.34898889,,2209.65187346,2087.47795179,2100.77356899,,,2238.70617371
2014-11-23,2079.42029704,2076.84891585,2298.33963467,2058.34898889,,2211.66730289,2087.47795179,2100.77356899,,,2238.70617371
2015-02-21,2079.42029704,2076.84891585,2298.33963467,2070.9238481,,2211.66730289,2087.47795179,2100.77356899,,,2238.70617371
2015-04-25,2079.42029704,2076.84891585,2298.33963467,2070.9238481,,2211.66730289,2087.47795179,2100.77356899,,,2240.05811114
2015-05-02,2079.42029704,2076.84891585,2317.22928891,2070.9238481,,2192.77764866,2087.47795179,2100.77356899,,,2240.05811114
2015-05-09,2079.42029704,2076.84891585,2317.22928891,2070.9238481,,2192.77764866,2087.47795179,2114.28572139,,,2240.05811114
2015-05-16,2079.42029704,2076.84891585,2317.22928891,2074.18170938,,2192.77764866,2087.47795179,2114.28572139,,,2240.05811114
2015-05-22,2086.02992307,2076.84891585,2317.22928891,2074.18170938,,2192.77764866,2087.47795179,2114.28572139,,,2240.05811114
2015-06-06,2086.02992307,2076.84891585,2317.22928891,2074.18170938,,2192.77764866,2104.68209044,2114.28572139,,,2240.05811114
2015-09-12,2086.02992307,2076.84891585,2321.32384292,2074.18170938,,2192.77764866,2104.68209044,2114.28572139,,,2240.05811114
2015-10-17,2086.02992307,2076.84891585,,2088.58623398,,2192.77764866,2104.68209044,2114.28572139,,,2240.05811114
2015-11-04,2095.40175749,2076.84891585,,2088.58623398,,2192.77764866,2104.68209044,2114.28572139,,,2240.05811114
2015-11-21,2095.40175749,2076.84891585,,2088.58623398,,2192.77764866,2080.3729513,2138.59486054,,,2240.05811114
2015-11-28,2095.40175749,2076.84891585,,2088.58623398,,2192.77764866,,2138.59486054,,,2196.54344553
2016-04-09,2095.40175749,2076.84891585,,2088.58623398,,2193.06671595,,2138.59486054,,,
2016-04-23,2095.40175749,2076.84891585,,2091.45654181,,2193.06671595,,2138.59486054,,,
2016-05-07,2095.40175749,2076.84891585,,2091.45654181,,2193.06671595,,2155.83588624,,,
2016-09-10,2095.40175749,2076.84891585,,2113.640859,,2193.06671595,,2155.83588624,,,
2016-09-17,2095.40175749,2076.84891585,,,,2193.06671595,,2157.78664731,,,
2016-11-05,2095.40175749,2076.84891585,,,,2204.11623789,,,,,
2016-12-17,2101.74572062,2029.40204378,,,,,,,,,
